Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV,Age_Group
cust_0641,39,Suburban,Middle,617,8705.43,40217.13,2942.96,5371253,217,167,4804,38,143.7,Weekly,Debit Card,11,39.0,4,554461,Dewasa Muda (25-45)
cust_0642,38,Urban,High,400,5906.3,25759.25,2042.48,2362519,176,266,4869,26,1105.13,Daily,Credit Card,0,18.13,10,258037,Dewasa Muda (25-45)
cust_0643,47,Rural,Low,287,15478.78,16105.52,6017.74,4442409,336,51,1071,1,3033.1,Monthly,UPI,9,67.3,8,452966,Dewasa (45-65)
cust_0644,52,Urban,Middle,886,17614.41,78869.41,6561.25,15606368,221,109,1150,19,4174.81,Weekly,Wallet Balance,0,13.84,1,1563749,Dewasa (45-65)
cust_0645,27,Rural,Low,186,5229.94,5757.85,2342.62,972768,280,335,367,20,850.64,Weekly,Debit Card,4,13.14,7,106585,Dewasa Muda (25-45)
cust_0646,64,Rural,Low,284,1910.98,5414.05,779.83,542719,81,134,2554,50,2923.61,Monthly,Wallet Balance,10,11.77,1,63918,Dewasa (45-65)
cust_0647,28,Rural,Middle,516,2747.02,3487.98,407.06,1417463,125,167,612,49,720.77,Weekly,Debit Card,1,31.96,6,153509,Dewasa Muda (25-45)
cust_0648,38,Suburban,Low,650,15858.14,77313.08,7474.63,10307792,170,80,76,29,2815.89,Daily,UPI,8,4.21,7,1039423,Dewasa Muda (25-45)
cust_0649,40,Urban,High,691,8722.18,42645.15,3255.46,6027026,70,338,2754,47,90.91,Monthly,UPI,11,49.28,6,618865,Dewasa Muda (25-45)
cust_0650,50,Rural,High,237,2646.97,9114.81,399.32,627332,78,99,3272,0,2789.04,Weekly,Wallet Balance,6,18.66,4,71882,Dewasa (45-65)
cust_0651,56,Suburban,High,18,6812.36,17499.73,2784.82,122622,90,153,4163,34,2608.88,Weekly,Debit Card,15,67.28,8,30683,Dewasa (45-65)
cust_0652,45,Rural,High,815,10289.57,31362.3,2504.12,8385997,348,289,1051,25,214.24,Daily,Wallet Balance,20,13.76,8,851094,Dewasa Muda (25-45)
cust_0653,32,Suburban,Low,928,17042.51,69008.5,7198.61,15815452,111,83,2983,31,3447.08,Weekly,UPI,6,6.6,2,1590887,Dewasa Muda (25-45)
cust_0654,64,Rural,High,414,12838.45,24300.25,6190.22,5315117,164,102,2104,8,2861.27,Daily,Wallet Balance,8,29.57,1,536089,Dewasa (45-65)
cust_0655,35,Urban,Middle,932,3528.9,9764.07,713.18,3288930,128,331,1226,48,3115.49,Weekly,Debit Card,7,18.41,8,342587,Dewasa Muda (25-45)
cust_0656,63,Urban,High,9,3182.47,12567.8,1409.72,28642,155,231,4662,39,2648.87,Monthly,UPI,8,62.71,7,21763,Dewasa (45-65)
cust_0657,40,Rural,Middle,420,8252.56,21304.56,3378.8,3466075,194,252,3154,20,3609.97,Daily,Wallet Balance,18,37.95,10,363110,Dewasa Muda (25-45)
cust_0658,37,Suburban,Middle,29,1513.11,1706.76,557.54,43880,173,358,1274,15,2625.02,Daily,Credit Card,16,34.85,2,9123,Dewasa Muda (25-45)
cust_0659,28,Rural,High,656,15113.99,45789.0,3838.47,9914776,300,321,2389,11,4611.35,Weekly,Wallet Balance,11,56.26,5,1000049,Dewasa Muda (25-45)
cust_0660,34,Suburban,High,348,8035.06,31735.64,1156.61,2796201,313,25,4534,35,4717.55,Daily,Wallet Balance,11,47.34,5,294829,Dewasa Muda (25-45)
cust_0661,64,Rural,Low,661,6867.05,33698.42,2015.88,4539116,21,57,871,36,3633.38,Daily,Debit Card,3,1.68,7,464437,Dewasa (45-65)
cust_0662,51,Suburban,Middle,576,10187.08,11696.64,1449.28,5867755,311,302,1961,26,4558.81,Monthly,UPI,8,49.67,2,593018,Dewasa (45-65)
cust_0663,27,Urban,High,879,14182.05,44810.76,4255.45,12466018,109,100,2180,6,4615.77,Daily,UPI,9,51.58,9,1258254,Dewasa Muda (25-45)
cust_0664,56,Rural,Low,450,11391.25,31892.69,4876.79,5126060,360,119,3940,29,1309.99,Monthly,Credit Card,16,13.38,9,531731,Dewasa (45-65)
cust_0665,34,Urban,High,380,16050.03,31615.27,8009.85,6099012,129,151,2476,23,4969.65,Daily,Wallet Balance,9,51.37,5,619668,Dewasa Muda (25-45)
cust_0666,27,Urban,High,699,12590.96,44711.13,2256.34,8801079,280,80,1567,49,1337.18,Monthly,Wallet Balance,11,71.56,2,889473,Dewasa Muda (25-45)
cust_0667,24,Rural,High,366,15761.53,26077.29,2886.62,5768718,27,331,2315,29,92.7,Monthly,Wallet Balance,16,21.88,7,591355,Remaja (<25)
cust_0668,22,Rural,Middle,227,13938.68,29765.48,5914.92,3164079,344,150,2154,19,4811.12,Monthly,UPI,5,3.74,4,324210,Remaja (<25)
cust_0669,43,Suburban,High,118,3870.53,15973.77,1113.25,456722,92,359,4161,45,1118.59,Monthly,UPI,3,61.38,3,60934,Dewasa Muda (25-45)
cust_0670,29,Suburban,Low,412,1056.57,3002.39,492.7,435304,295,126,1075,39,2920.6,Monthly,Wallet Balance,15,15.55,7,55120,Dewasa Muda (25-45)
cust_0671,46,Urban,High,951,18068.9,89887.05,7364.86,17183525,55,289,2035,44,4853.34,Weekly,Wallet Balance,16,56.27,7,1731395,Dewasa (45-65)
cust_0672,67,Suburban,High,356,18913.67,48151.23,7462.79,6733265,196,41,389,27,247.25,Daily,UPI,15,29.9,1,677680,Senior (>65)
cust_0673,34,Suburban,Low,254,14541.38,41487.19,2047.16,3693509,221,190,4824,3,1346.56,Weekly,Debit Card,3,65.17,7,385625,Dewasa Muda (25-45)
cust_0674,62,Rural,Low,543,14486.87,31886.06,1656.58,7866372,301,63,2734,11,3044.12,Daily,Credit Card,5,67.88,10,801683,Dewasa (45-65)
cust_0675,31,Suburban,Middle,673,5410.24,10523.86,1226.53,3641091,156,205,2956,2,3812.79,Daily,Credit Card,7,29.12,5,373314,Dewasa Muda (25-45)
cust_0676,68,Urban,Middle,727,10853.41,50893.0,2028.71,7890428,101,341,3862,36,4036.83,Monthly,Credit Card,8,70.64,7,805348,Senior (>65)
cust_0677,20,Suburban,Middle,444,19844.87,79286.34,7638.76,8811122,236,204,3564,3,4419.23,Daily,Debit Card,5,2.97,8,894330,Remaja (<25)
cust_0678,50,Urban,Middle,681,17124.31,39961.46,4799.83,11661655,285,179,4077,14,842.18,Weekly,Wallet Balance,13,41.4,10,1185298,Dewasa (45-65)
cust_0679,27,Rural,Low,81,6094.84,23164.21,1884.88,493682,69,346,2568,27,1850.19,Daily,UPI,12,53.45,7,63279,Dewasa Muda (25-45)
cust_0680,40,Urban,High,46,6027.91,29314.52,2564.85,277283,267,321,361,36,3571.27,Daily,Debit Card,17,31.37,10,40264,Dewasa Muda (25-45)
cust_0681,67,Suburban,High,49,9676.71,12542.87,2819.81,474158,138,105,58,8,3576.55,Weekly,Credit Card,16,47.77,2,48543,Senior (>65)
cust_0682,36,Rural,High,449,8097.93,16665.68,2574.9,3635969,248,313,4580,13,1540.27,Weekly,Wallet Balance,16,22.83,4,377286,Dewasa Muda (25-45)
cust_0683,51,Suburban,Middle,810,7429.35,13390.02,3246.09,6017773,103,86,1124,31,1521.12,Weekly,Credit Card,16,6.5,6,612364,Dewasa (45-65)
cust_0684,68,Rural,Low,407,12543.17,56182.52,3418.44,5105069,108,328,1780,47,1603.21,Monthly,Credit Card,14,60.28,9,526965,Senior (>65)
cust_0685,38,Rural,Low,880,239.73,411.57,31.94,210966,200,251,339,2,4460.4,Monthly,Debit Card,14,22.04,5,24744,Dewasa Muda (25-45)
cust_0686,31,Suburban,Low,283,15269.16,34085.41,4713.32,4321172,215,338,4581,46,4547.55,Daily,Wallet Balance,10,14.89,2,445605,Dewasa Muda (25-45)
cust_0687,54,Suburban,High,473,14803.66,47008.18,4911.04,7002130,155,4,2736,17,74.14,Daily,Debit Card,6,15.19,4,711348,Dewasa (45-65)
cust_0688,60,Rural,Middle,416,16608.21,57869.27,5060.83,6909015,87,321,1039,49,1625.08,Monthly,UPI,16,59.4,8,705067,Dewasa (45-65)
cust_0689,68,Rural,Low,979,16830.6,71239.47,3420.31,16477156,209,184,120,13,1960.18,Weekly,Debit Card,11,5.67,4,1652275,Senior (>65)
cust_0690,57,Suburban,Middle,600,11332.33,29796.02,2147.2,6799397,178,181,3813,24,4911.93,Weekly,UPI,18,36.35,8,695509,Dewasa (45-65)
cust_0691,54,Urban,Low,121,15603.68,48948.41,3868.19,1888045,74,300,744,38,4720.84,Weekly,UPI,18,14.8,4,195732,Dewasa (45-65)
cust_0692,29,Suburban,Middle,3,9852.98,47903.69,1640.44,29558,258,16,4481,25,3141.63,Monthly,UPI,6,47.28,8,20847,Dewasa Muda (25-45)
cust_0693,46,Rural,Low,316,19031.08,41667.54,6973.17,6013821,273,94,4543,5,229.03,Weekly,Wallet Balance,19,57.73,3,613853,Dewasa (45-65)
cust_0694,20,Suburban,Middle,460,3822.06,7614.99,1321.94,1758149,351,279,2951,25,956.09,Daily,Wallet Balance,8,40.88,4,187738,Remaja (<25)
cust_0695,50,Urban,Low,227,18313.19,70366.53,6463.79,4157093,336,156,3954,47,2171.03,Monthly,Credit Card,3,44.66,10,437231,Dewasa (45-65)
cust_0696,38,Suburban,Low,79,5178.02,21149.86,983.4,409063,24,357,1022,50,4795.18,Weekly,UPI,18,45.27,9,54552,Dewasa Muda (25-45)
cust_0697,44,Rural,Middle,657,2063.44,5486.93,409.82,1355680,313,16,4960,40,473.52,Daily,Wallet Balance,12,41.68,5,154251,Dewasa Muda (25-45)
cust_0698,58,Suburban,Middle,754,8787.7,16274.08,3646.51,6625924,71,41,3361,0,3956.76,Daily,Debit Card,14,16.55,3,670336,Dewasa (45-65)
cust_0699,26,Rural,High,544,12302.2,50632.03,4626.18,6692394,83,137,1775,49,955.96,Weekly,Debit Card,8,47.4,3,680211,Dewasa Muda (25-45)
cust_0700,33,Rural,Middle,775,4627.49,17038.28,2082.7,3586302,353,258,1908,20,2539.26,Monthly,Wallet Balance,9,55.97,4,367176,Dewasa Muda (25-45)
cust_0701,62,Suburban,Low,723,11120.37,50096.27,2906.89,8040025,292,43,3032,13,3834.85,Monthly,Wallet Balance,7,59.51,2,811449,Dewasa (45-65)
cust_0702,27,Rural,Low,71,16159.79,70736.34,5153.86,1147344,301,66,2655,45,3462.48,Weekly,Credit Card,6,6.64,7,129813,Dewasa Muda (25-45)
cust_0703,24,Rural,Middle,896,5149.13,9375.43,2036.54,4613619,10,352,587,7,3878.74,Monthly,Credit Card,6,29.24,7,468296,Remaja (<25)
cust_0704,25,Urban,High,197,11610.64,50266.61,5685.29,2287296,319,208,2030,24,4067.96,Daily,Credit Card,20,27.21,9,242155,Remaja (<25)
cust_0705,59,Urban,Middle,58,6792.86,11552.58,3368.26,393985,43,245,382,48,1528.71,Weekly,Debit Card,8,66.57,8,52198,Dewasa (45-65)
cust_0706,32,Urban,Low,424,10600.07,47221.36,5296.54,4494430,51,243,689,17,1820.15,Monthly,Debit Card,17,47.82,3,454610,Dewasa Muda (25-45)
cust_0707,53,Urban,Low,469,13341.71,54451.31,6086.63,6257262,207,77,203,14,4078.71,Monthly,UPI,12,34.57,5,630492,Dewasa (45-65)
cust_0708,22,Rural,High,624,7014.95,23005.13,2496.34,4377327,107,219,4081,41,193.22,Monthly,Debit Card,15,69.14,8,457898,Remaja (<25)
cust_0709,61,Suburban,Middle,48,19889.71,70984.13,2044.43,954706,259,223,4121,19,2572.27,Weekly,Wallet Balance,20,12.42,8,112326,Dewasa (45-65)
cust_0710,28,Rural,Low,435,11279.87,15975.87,4284.29,4906741,194,353,1876,15,4602.02,Weekly,Credit Card,4,26.67,2,495625,Dewasa Muda (25-45)
cust_0711,55,Rural,Low,185,16490.99,19121.97,3223.0,3050832,235,21,1700,6,4425.02,Daily,UPI,4,45.66,1,307870,Dewasa (45-65)
cust_0712,57,Rural,Low,879,14505.45,33690.18,1782.24,12750293,163,147,1590,28,4021.52,Weekly,UPI,7,37.22,5,1283998,Dewasa (45-65)
cust_0713,24,Suburban,Middle,839,17057.58,73102.35,6462.67,14311308,69,313,867,30,107.74,Weekly,Wallet Balance,14,42.93,1,1436810,Remaja (<25)
cust_0714,65,Urban,Middle,165,3484.28,9975.99,1402.09,574906,335,77,4369,28,4438.44,Monthly,Credit Card,12,55.08,7,73809,Dewasa (45-65)
cust_0715,42,Rural,High,727,4458.85,8443.17,1622.01,3241582,292,316,2064,16,4558.32,Monthly,UPI,0,50.42,8,335607,Dewasa Muda (25-45)
cust_0716,17,Rural,Low,331,9753.35,42311.94,2399.99,3228358,305,355,1487,4,3318.35,Weekly,Credit Card,11,47.66,6,330550,Remaja (<25)
cust_0717,20,Urban,Low,330,17048.05,32638.65,5189.45,5625856,257,35,2345,17,1494.57,Monthly,Credit Card,14,51.79,3,571228,Remaja (<25)
cust_0718,44,Rural,High,121,3960.16,16878.08,1877.03,479178,329,126,2640,13,2449.64,Monthly,Credit Card,3,56.49,10,63273,Dewasa Muda (25-45)
cust_0719,52,Suburban,Low,213,19421.61,54611.97,7610.25,4136802,185,323,1050,30,3813.1,Weekly,Debit Card,16,15.95,1,417873,Dewasa (45-65)
cust_0720,53,Rural,High,823,2560.77,7308.39,773.03,2107513,255,232,2043,49,4065.14,Weekly,Credit Card,20,49.86,2,219704,Dewasa (45-65)
cust_0721,34,Rural,High,507,3509.81,7338.58,1184.14,1779472,116,87,4278,17,1716.72,Monthly,Credit Card,1,48.18,2,189344,Dewasa Muda (25-45)
cust_0722,23,Urban,Low,553,3353.0,15426.15,1579.51,1854210,14,304,3587,46,1630.34,Daily,Wallet Balance,17,51.06,10,206379,Remaja (<25)
cust_0723,63,Rural,Middle,865,11724.26,15888.03,3019.15,10141484,215,188,3403,24,3680.91,Daily,Wallet Balance,11,18.35,2,1023513,Dewasa (45-65)
cust_0724,60,Rural,Middle,916,18351.65,28952.02,2582.76,16810107,93,45,1607,10,3431.78,Weekly,UPI,1,20.97,10,1693508,Dewasa (45-65)
cust_0725,16,Suburban,Middle,801,5109.68,18106.34,1176.91,4092850,234,331,4515,25,2565.99,Daily,UPI,11,55.73,5,424532,Remaja (<25)
cust_0726,37,Urban,Middle,168,11065.21,48692.01,2944.23,1858954,180,324,4899,4,2101.3,Monthly,Credit Card,17,27.84,2,197042,Dewasa Muda (25-45)
cust_0727,67,Urban,Low,995,3523.69,4869.06,737.11,3506074,54,348,4534,15,3285.8,Monthly,Wallet Balance,15,66.53,9,368532,Senior (>65)
cust_0728,32,Suburban,High,546,12626.43,49685.1,3934.26,6894028,305,72,1020,7,162.17,Weekly,UPI,4,9.07,6,698061,Dewasa Muda (25-45)
cust_0729,22,Rural,High,830,2473.69,9820.68,549.02,2053166,30,216,522,12,378.45,Daily,Debit Card,16,13.25,7,214371,Remaja (<25)
cust_0730,40,Urban,Low,996,9831.3,32699.81,1388.89,9791977,12,98,570,31,2865.43,Monthly,Wallet Balance,10,14.16,3,985004,Dewasa Muda (25-45)
cust_0731,60,Urban,Middle,987,13107.08,38625.43,2296.72,12936692,111,271,4809,26,1051.39,Monthly,Wallet Balance,6,21.27,10,1315361,Dewasa (45-65)
cust_0732,19,Rural,High,787,11586.77,26468.24,5414.06,9118785,112,91,3339,48,3873.92,Daily,Wallet Balance,17,64.94,7,928419,Remaja (<25)
cust_0733,51,Rural,Low,427,2808.61,6757.09,988.18,1199276,169,142,4208,25,3861.82,Monthly,Debit Card,1,27.74,4,132912,Dewasa (45-65)
cust_0734,21,Urban,Low,709,3235.85,11965.33,730.41,2294220,104,117,2452,8,3549.81,Monthly,UPI,2,33.76,8,241351,Remaja (<25)
cust_0735,46,Rural,Middle,703,13431.11,16938.63,3314.36,9442067,11,2,3473,46,4518.01,Daily,UPI,8,31.02,9,962493,Dewasa (45-65)
cust_0736,34,Urban,Low,221,16180.1,54037.32,4811.2,3575801,347,43,3185,6,704.17,Daily,UPI,0,58.29,5,369198,Dewasa Muda (25-45)
cust_0737,59,Rural,High,10,18162.41,38412.2,6706.51,181624,329,71,846,49,1296.2,Weekly,UPI,17,27.72,3,27106,Dewasa (45-65)
cust_0738,69,Rural,High,120,16274.09,46648.45,5417.19,1952891,272,144,3392,45,1261.5,Daily,UPI,14,60.11,6,211942,Senior (>65)
cust_0739,54,Suburban,Low,635,19478.74,63031.61,9214.99,12368998,14,342,1334,7,3911.94,Weekly,Wallet Balance,10,35.22,3,1241311,Dewasa (45-65)
cust_0740,42,Rural,High,247,8170.95,37117.68,2862.28,2018225,175,246,2897,1,2606.72,Daily,Debit Card,4,18.28,6,212413,Dewasa Muda (25-45)
cust_0741,25,Suburban,Low,360,6630.0,21987.08,3078.42,2386801,158,284,1911,17,1263.38,Weekly,Credit Card,8,31.59,7,250570,Remaja (<25)
cust_0742,41,Rural,High,909,573.4,1094.41,58.59,521219,110,327,299,35,682.14,Monthly,UPI,13,29.16,6,61878,Dewasa Muda (25-45)
cust_0743,34,Urban,Middle,221,9003.42,11865.04,4107.57,1989755,152,214,4958,23,4465.08,Weekly,Credit Card,11,18.16,4,212959,Dewasa Muda (25-45)
cust_0744,54,Urban,High,773,13030.92,45711.85,5063.6,10072899,234,107,1085,33,3460.65,Weekly,UPI,9,9.69,7,1018029,Dewasa (45-65)
cust_0745,18,Rural,Middle,506,16310.02,51869.02,2754.39,8252869,141,263,83,41,2642.62,Monthly,Wallet Balance,8,60.73,2,830231,Remaja (<25)
cust_0746,60,Rural,Middle,58,5356.43,19750.2,1099.22,310673,119,294,4056,37,4827.35,Daily,Wallet Balance,20,37.61,5,45465,Dewasa (45-65)
cust_0747,28,Urban,Low,827,10276.69,29160.99,3258.98,8498822,9,176,1376,10,4247.95,Daily,Credit Card,1,18.24,6,857510,Dewasa Muda (25-45)
cust_0748,65,Rural,Middle,460,13243.57,56954.02,1986.21,6092042,177,107,1692,9,890.61,Weekly,UPI,8,31.26,6,619042,Dewasa (45-65)
cust_0749,43,Suburban,High,128,11036.54,51658.95,4570.75,1412677,49,86,3574,28,2540.65,Daily,UPI,14,44.02,5,154945,Dewasa Muda (25-45)
cust_0750,35,Suburban,High,699,5487.67,6365.8,2285.45,3835884,298,227,923,48,2430.39,Weekly,Debit Card,18,52.1,10,399019,Dewasa Muda (25-45)
cust_0751,43,Suburban,Middle,717,15927.69,63333.99,3510.14,11420150,333,82,4985,39,4221.43,Monthly,Debit Card,15,45.03,5,1158774,Dewasa Muda (25-45)
cust_0752,23,Suburban,Low,86,3475.49,3964.29,444.61,298891,149,329,1498,5,745.44,Daily,Wallet Balance,0,17.61,8,41012,Remaja (<25)
cust_0753,56,Suburban,Middle,104,18100.55,50326.52,8969.53,1882456,157,241,2026,47,2258.93,Daily,Debit Card,20,8.84,5,200868,Dewasa (45-65)
cust_0754,54,Rural,High,143,19052.41,54231.02,3816.04,2724494,92,2,4598,9,3182.7,Daily,Debit Card,17,6.24,6,286954,Dewasa (45-65)
cust_0755,16,Rural,High,205,7317.81,27696.98,929.53,1500150,152,251,3870,29,4726.27,Monthly,Wallet Balance,4,8.67,10,168291,Remaja (<25)
cust_0756,18,Suburban,Middle,641,7529.87,18144.08,1746.83,4826649,170,42,4789,27,4496.32,Weekly,UPI,6,25.55,1,493694,Remaja (<25)
cust_0757,28,Rural,Middle,758,14868.13,63689.21,7249.72,11270044,84,81,2146,28,2669.24,Weekly,Debit Card,0,26.2,1,1133761,Dewasa Muda (25-45)
cust_0758,43,Rural,Middle,38,9131.21,21654.26,3809.28,346985,359,262,1725,50,3033.6,Monthly,Credit Card,16,70.45,1,42631,Dewasa Muda (25-45)
cust_0759,64,Suburban,High,363,581.92,1379.18,170.0,211235,327,197,2810,24,4262.01,Weekly,Debit Card,14,2.61,4,31012,Dewasa (45-65)
cust_0760,40,Rural,High,621,18398.34,34792.04,4086.86,11425366,48,248,2294,35,3721.94,Weekly,Wallet Balance,7,45.89,3,1151763,Dewasa Muda (25-45)
cust_0761,48,Rural,High,309,8620.7,32202.42,2321.75,2663796,335,330,2312,26,4396.68,Monthly,Credit Card,13,37.29,5,276405,Dewasa (45-65)
cust_0762,53,Rural,Low,52,4077.87,5327.12,436.11,212049,217,296,1592,33,4479.65,Daily,Wallet Balance,7,11.34,7,32449,Dewasa (45-65)
cust_0763,68,Suburban,High,1,11117.72,27263.11,4306.43,11117,77,36,424,33,4162.93,Weekly,Credit Card,15,68.36,6,9178,Senior (>65)
cust_0764,21,Rural,High,11,4385.93,9068.2,613.41,48245,43,103,4890,31,46.89,Monthly,UPI,11,58.58,3,20681,Remaja (<25)
cust_0765,59,Urban,Low,826,4128.38,7915.52,1269.95,3410041,264,303,2371,43,1554.67,Weekly,Debit Card,6,16.68,2,351268,Dewasa (45-65)
cust_0766,60,Urban,Low,747,10919.17,13582.72,3563.34,8156619,63,98,2839,3,2017.58,Daily,Debit Card,4,21.73,2,822631,Dewasa (45-65)
cust_0767,47,Suburban,Low,640,7826.94,13787.4,787.98,5009238,245,145,4943,47,3389.58,Daily,Credit Card,0,15.2,3,516815,Dewasa (45-65)
cust_0768,60,Urban,Low,936,11464.14,31927.36,5639.8,10730430,120,282,61,33,1534.3,Daily,Wallet Balance,10,22.9,10,1085697,Dewasa (45-65)
cust_0769,62,Suburban,Low,214,19936.54,60107.99,4403.1,4266419,319,127,3558,15,1617.79,Daily,Wallet Balance,11,17.18,3,437449,Dewasa (45-65)
cust_0770,36,Urban,Low,995,17181.77,35704.05,2248.92,17095864,262,304,1784,46,2001.02,Daily,Credit Card,13,19.31,3,1719753,Dewasa Muda (25-45)
cust_0771,31,Urban,Middle,956,163.34,588.18,72.16,156152,330,283,2916,45,4776.67,Daily,Debit Card,11,37.68,8,31558,Dewasa Muda (25-45)
cust_0772,69,Urban,Middle,755,1020.61,2391.46,164.09,770559,250,302,3444,10,2185.79,Daily,Credit Card,11,24.96,3,86851,Senior (>65)
cust_0773,36,Suburban,Middle,556,12205.49,30135.15,1342.38,6786251,52,67,514,14,703.36,Daily,UPI,2,35.78,6,686701,Dewasa Muda (25-45)
cust_0774,26,Suburban,Middle,518,12528.86,51750.42,3732.05,6489948,277,147,4843,37,31.78,Weekly,Debit Card,6,3.18,9,671365,Dewasa Muda (25-45)
cust_0775,52,Rural,High,668,17565.03,56346.29,2669.3,11733443,142,328,4712,29,1183.06,Monthly,Wallet Balance,20,53.65,8,1193076,Dewasa (45-65)
cust_0776,51,Suburban,Low,415,12584.85,60567.11,6203.95,5222713,251,81,98,26,4694.05,Monthly,UPI,9,66.91,6,528720,Dewasa (45-65)
cust_0777,50,Urban,High,8,4562.01,11118.56,475.2,36496,314,253,322,15,4774.96,Weekly,UPI,9,71.75,10,13406,Dewasa (45-65)
cust_0778,34,Urban,Low,5,9375.64,40421.78,1129.57,46878,225,242,2639,0,2645.01,Monthly,Debit Card,3,15.24,5,13643,Dewasa Muda (25-45)
cust_0779,35,Suburban,Low,362,16181.62,63971.6,7011.72,5857745,153,65,4250,24,3231.82,Monthly,Wallet Balance,16,28.27,5,600058,Dewasa Muda (25-45)
cust_0780,33,Suburban,High,694,18457.27,84179.1,3615.79,12809346,56,71,4637,27,3979.59,Daily,Debit Card,9,70.13,8,1298918,Dewasa Muda (25-45)
cust_0781,62,Suburban,Middle,112,4745.93,22909.41,2205.14,531544,339,36,3682,42,279.44,Weekly,Credit Card,1,16.06,7,71578,Dewasa (45-65)
cust_0782,56,Rural,High,273,10796.7,11128.22,2423.37,2947498,9,67,4241,13,1871.54,Daily,UPI,17,39.3,5,308596,Dewasa (45-65)
cust_0783,64,Urban,High,422,3186.96,4312.57,407.65,1344897,241,83,2973,33,3211.24,Daily,Debit Card,1,57.75,10,152130,Dewasa (45-65)
cust_0784,29,Rural,Low,265,9945.02,36770.29,1036.64,2635431,164,170,1497,47,4491.27,Daily,Debit Card,8,3.02,6,274991,Dewasa Muda (25-45)
cust_0785,30,Rural,Low,458,1811.38,4638.58,385.87,829612,133,67,4959,3,3634.15,Weekly,UPI,12,8.46,5,96362,Dewasa Muda (25-45)
cust_0786,46,Urban,Low,212,18835.14,80548.5,5452.63,3993050,81,98,2749,13,1750.31,Weekly,Credit Card,4,14.96,9,414227,Dewasa (45-65)
cust_0787,16,Urban,Middle,78,12764.75,13376.43,1281.66,995650,350,325,4884,15,4549.91,Weekly,Wallet Balance,19,33.34,6,114558,Remaja (<25)
cust_0788,68,Suburban,High,782,17085.79,72237.19,5680.05,13361089,135,293,1931,14,3323.1,Daily,Debit Card,8,2.08,3,1342709,Senior (>65)
cust_0789,69,Suburban,High,666,19965.92,30766.84,4661.34,13297303,134,250,4352,33,4151.18,Weekly,UPI,14,31.62,3,1342658,Senior (>65)
cust_0790,69,Rural,Middle,221,3661.49,7912.47,937.57,809190,52,302,438,12,1927.54,Daily,UPI,20,12.47,10,92031,Senior (>65)
cust_0791,18,Suburban,High,369,13885.93,67712.12,2840.57,5123907,202,208,536,16,10.79,Monthly,Credit Card,18,61.33,10,525057,Remaja (<25)
cust_0792,31,Suburban,High,958,17740.86,21402.43,5528.37,16995740,198,312,2222,27,830.84,Daily,Debit Card,17,35.53,4,1710302,Dewasa Muda (25-45)
cust_0793,38,Urban,Low,347,11523.0,27610.99,2212.98,3998482,106,63,712,9,4635.89,Monthly,UPI,9,6.06,5,404854,Dewasa Muda (25-45)
cust_0794,26,Urban,Middle,25,12797.53,17124.57,1969.91,319938,311,78,2538,46,165.62,Monthly,Credit Card,9,33.86,9,50587,Dewasa Muda (25-45)
cust_0795,27,Suburban,Low,976,8159.35,36018.76,3722.77,7963520,244,30,4314,16,2980.2,Weekly,Debit Card,3,35.1,10,815089,Dewasa Muda (25-45)
cust_0796,25,Urban,Middle,420,13498.47,51457.03,3458.6,5669357,233,352,4152,7,2045.64,Daily,Wallet Balance,2,22.28,2,576916,Remaja (<25)
cust_0797,47,Suburban,Low,354,7917.6,33264.62,1035.4,2802831,14,251,4838,1,2147.89,Weekly,Wallet Balance,19,27.11,2,290985,Dewasa (45-65)
cust_0798,31,Urban,High,720,9537.63,29653.61,1832.46,6867091,225,319,2766,0,2004.09,Weekly,Debit Card,10,69.91,1,692239,Dewasa Muda (25-45)
cust_0799,23,Urban,Middle,417,2067.21,5025.13,463.01,862024,211,115,989,4,337.13,Monthly,Debit Card,16,18.55,8,96411,Remaja (<25)
cust_0800,53,Urban,Middle,515,166.09,167.6,67.74,85536,201,365,4067,34,611.65,Monthly,Debit Card,0,49.04,1,20781,Dewasa (45-65)
cust_0801,27,Urban,Low,215,1112.47,2349.22,121.15,239181,165,332,301,21,314.7,Daily,Debit Card,10,47.93,6,32462,Dewasa Muda (25-45)
cust_0802,39,Suburban,Middle,907,3858.51,11800.14,1123.98,3499666,49,219,1012,42,269.54,Monthly,Credit Card,3,30.99,2,358055,Dewasa Muda (25-45)
cust_0803,43,Rural,High,112,9137.51,33419.97,2403.87,1023401,133,154,3650,15,428.05,Daily,UPI,15,67.18,9,119926,Dewasa Muda (25-45)
cust_0804,68,Urban,High,954,429.67,823.14,209.4,409906,70,221,246,8,3483.09,Daily,Credit Card,1,55.64,4,44541,Senior (>65)
cust_0805,23,Suburban,High,704,3127.17,4864.64,537.97,2201530,119,23,2063,35,571.03,Weekly,UPI,2,2.49,10,237493,Remaja (<25)
cust_0806,43,Suburban,Low,914,15631.08,28236.91,5488.83,14286804,139,214,1358,8,1307.47,Monthly,Credit Card,5,35.48,5,1436542,Dewasa Muda (25-45)
